order_id,order_date,customer_name,segment,region,state,city,ship_mode,category,sub_category,product_name,quantity,sales,profit,discount,shipping_cost
ORD-2024-00027,2024-05-23,Customer 027,Corporate,West,Florida,Orlando,First Class,Technology,Copiers,Copiers Product 12,3,2685.63,918.88,0.0,151.01
ORD-2021-00028,2021-04-01,Customer 058,Consumer,Central,Pennsylvania,Pittsburgh,Second Class,Technology,Accessories,Accessories Product 10,2,120.9,26.92,0.1,9.24
ORD-2024-00029,2024-01-23,Customer 021,Consumer,East,Texas,Houston,Second Class,Technology,Copiers,Copiers Product 46,7,5096.29,1422.33,0.05,146.03
ORD-2024-00030,2024-09-27,Customer 091,Corporate,South,Washington,Seattle,First Class,Technology,Machines,Machines Product 53,1,310.56,-78.08,0.5,5.16
ORD-2023-00031,2023-04-24,Customer 241,Consumer,Central,New York,Buffalo,Same Day,Office Supplies,Labels,Labels Product 29,8,83.16,6.16,0.3,2.33
ORD-2022-00032,2022-12-18,Customer 036,Corporate,West,Ohio,Cleveland,Same Day,Technology,Accessories,Accessories Product 36,6,500.82,200.4,0.0,18.94
ORD-2024-00033,2024-10-23,Customer 136,Consumer,West,Florida,Miami,Same Day,Office Supplies,Art,Art Product 05,5,75.89,15.66,0.1,2.0
ORD-2022-00034,2022-12-09,Customer 098,Home Office,East,New York,Buffalo,Same Day,Office Supplies,Storage,Storage Product 33,6,735.39,-71.2,0.3,13.15
ORD-2021-00035,2021-01-04,Customer 260,Consumer,East,Illinois,Chicago,First Class,Furniture,Tables,Tables Product 40,7,1414.68,-372.94,0.4,82.54
ORD-2023-00036,2023-04-05,Customer 155,Consumer,West,Ohio,Columbus,Standard Class,Office Supplies,Art,Art Product 52,3,57.32,7.48,0.15,2.9
ORD-2022-00037,2022-09-15,Customer 110,Corporate,Central,Illinois,Chicago,Second Class,Technology,Machines,Machines Product 66,4,3577.97,324.62,0.05,163.72
ORD-2024-00038,2024-09-11,Customer 102,Home Office,West,Washington,Tacoma,Second Class,Technology,Copiers,Copiers Product 19,5,3465.58,797.77,0.0,57.49
ORD-2023-00039,2023-09-01,Customer 197,Home Office,East,Michigan,Detroit,Second Class,Office Supplies,Binders,Binders Product 64,3,100.37,13.09,0.15,4.11
ORD-2024-00040,2024-09-05,Customer 128,Consumer,Central,Georgia,Atlanta,Same Day,Office Supplies,Binders,Binders Product 16,4,137.63,23.83,0.0,6.15
ORD-2024-00041,2024-09-29,Customer 082,Home Office,South,Michigan,Detroit,Second Class,Furniture,Bookcases,Bookcases Product 61,4,631.0,-111.02,0.2,27.92
ORD-2024-00042,2024-07-29,Customer 140,Consumer,Central,New York,Albany,Standard Class,Technology,Machines,Machines Product 43,6,5237.57,560.54,0.0,187.41
ORD-2021-00043,2021-10-11,Customer 278,Corporate,Central,New York,Buffalo,Second Class,Technology,Machines,Machines Product 60,4,2917.12,167.06,0.05,122.59
ORD-2023-00044,2023-05-11,Customer 181,Corporate,South,Ohio,Cleveland,Same Day,Furniture,Chairs,Chairs Product 39,1,162.36,5.11,0.0,10.39
ORD-2024-00045,2024-01-08,Customer 249,Home Office,Central,Pennsylvania,Philadelphia,Same Day,Office Supplies,Art,Art Product 04,4,58.31,8.12,0.0,2.35
ORD-2021-00046,2021-12-05,Customer 220,Corporate,South,Ohio,Columbus,Second Class,Office Supplies,Paper,Paper Product 18,6,36.31,7.76,0.0,2.59
ORD-2021-00047,2021-04-13,Customer 216,Consumer,West,Ohio,Cleveland,Same Day,Technology,Copiers,Copiers Product 33,5,2322.99,456.69,0.2,160.91
ORD-2021-00048,2021-02-09,Customer 016,Consumer,South,New York,Albany,Standard Class,Office Supplies,Binders,Binders Product 32,8,214.97,35.72,0.0,6.01
ORD-2024-00049,2024-06-26,Customer 189,Consumer,East,Washington,Tacoma,Standard Class,Technology,Accessories,Accessories Product 22,8,275.76,79.43,0.15,15.0
ORD-2021-00050,2021-12-02,Customer 102,Home Office,East,Michigan,Detroit,Second Class,Office Supplies,Binders,Binders Product 10,6,158.86,15.18,0.05,8.5
ORD-2021-00051,2021-07-28,Customer 178,Corporate,South,New York,Albany,First Class,Office Supplies,Storage,Storage Product 69,1,67.61,-2.93,0.2,2.9
ORD-2021-00052,2021-05-22,Customer 079,Consumer,West,Pennsylvania,Philadelphia,First Class,Furniture,Bookcases,Bookcases Product 56,8,837.68,-195.13,0.5,22.16
ORD-2024-00053,2024-06-15,Customer 126,Consumer,Central,Michigan,Detroit,Same Day,Office Supplies,Art,Art Product 12,2,15.69,3.24,0.05,2.0
ORD-2022-00054,2022-05-15,Customer 094,Consumer,Central,California,San Francisco,First Class,Office Supplies,Art,Art Product 63,6,110.12,-6.72,0.3,3.17
ORD-2022-00055,2022-11-29,Customer 209,Consumer,East,Washington,Seattle,Second Class,Technology,Copiers,Copiers Product 63,3,1606.87,382.87,0.0,82.09
ORD-2024-00056,2024-11-15,Customer 125,Consumer,East,Florida,Miami,First Class,Furniture,Furnishings,Furnishings Product 40,6,577.42,49.9,0.05,33.58
ORD-2023-00057,2023-08-28,Customer 119,Corporate,East,Illinois,Chicago,First Class,Furniture,Bookcases,Bookcases Product 16,6,1033.17,-227.9,0.4,63.94
ORD-2021-00058,2021-09-02,Customer 269,Consumer,West,Pennsylvania,Pittsburgh,Standard Class,Office Supplies,Labels,Labels Product 77,8,71.53,14.27,0.15,2.39
ORD-2022-00059,2022-02-02,Customer 028,Consumer,West,Georgia,Atlanta,Second Class,Technology,Copiers,Copiers Product 71,6,5747.61,1766.01,0.0,195.35
ORD-2024-00060,2024-07-30,Customer 175,Consumer,West,Florida,Orlando,First Class,Office Supplies,Appliances,Appliances Product 24,4,319.64,21.65,0.1,24.85
ORD-2023-00061,2023-09-06,Customer 289,Consumer,East,California,Los Angeles,Second Class,Technology,Phones,Phones Product 39,8,3985.21,383.43,0.0,81.84
ORD-2021-00062,2021-08-31,Customer 227,Corporate,Central,Washington,Tacoma,Same Day,Furniture,Furnishings,Furnishings Product 39,8,487.58,19.3,0.1,34.58
ORD-2022-00063,2022-09-18,Customer 042,Corporate,Central,Washington,Seattle,Standard Class,Furniture,Chairs,Chairs Product 21,1,189.25,8.0,0.0,5.79
ORD-2021-00064,2021-11-17,Customer 145,Consumer,Central,California,Los Angeles,Second Class,Technology,Machines,Machines Product 59,2,1564.39,79.42,0.0,30.7
ORD-2022-00065,2022-06-26,Customer 116,Corporate,East,Washington,Tacoma,Second Class,Office Supplies,Labels,Labels Product 20,2,24.08,6.02,0.0,2.0
ORD-2021-00066,2021-05-27,Customer 156,Corporate,East,Florida,Orlando,Same Day,Technology,Copiers,Copiers Product 52,1,735.1,188.75,0.0,56.07
ORD-2023-00067,2023-06-16,Customer 118,Corporate,South,Michigan,Detroit,Standard Class,Technology,Phones,Phones Product 74,4,2250.22,351.25,0.0,119.63
ORD-2024-00068,2024-10-08,Customer 093,Corporate,West,Pennsylvania,Pittsburgh,Same Day,Office Supplies,Art,Art Product 75,7,63.83,-4.65,0.4,2.77
ORD-2021-00069,2021-07-06,Customer 254,Corporate,West,Texas,Dallas,Same Day,Furniture,Furnishings,Furnishings Product 37,8,585.49,100.55,0.05,34.0
ORD-2024-00070,2024-02-01,Customer 278,Consumer,West,Ohio,Columbus,Second Class,Technology,Phones,Phones Product 60,6,2649.37,453.53,0.15,110.91
ORD-2023-00071,2023-11-28,Customer 148,Corporate,Central,Washington,Tacoma,Same Day,Furniture,Furnishings,Furnishings Product 57,3,245.73,36.01,0.1,17.76
ORD-2021-00072,2021-09-06,Customer 116,Consumer,Central,California,San Diego,Standard Class,Technology,Accessories,Accessories Product 15,8,693.33,165.65,0.05,31.2
ORD-2024-00073,2024-08-19,Customer 242,Consumer,South,Florida,Orlando,Second Class,Office Supplies,Appliances,Appliances Product 32,5,437.12,-49.73,0.2,19.54
ORD-2023-00074,2023-02-25,Customer 260,Consumer,South,Ohio,Cleveland,First Class,Technology,Accessories,Accessories Product 35,2,128.76,10.69,0.4,8.8
ORD-2022-00075,2022-09-04,Customer 177,Consumer,South,Texas,Dallas,Same Day,Office Supplies,Art,Art Product 43,1,13.22,1.37,0.1,2.0
ORD-2023-00076,2023-07-22,Customer 211,Consumer,South,Ohio,Columbus,Same Day,Office Supplies,Paper,Paper Product 06,8,125.08,2.69,0.3,4.46
ORD-2024-00077,2024-12-15,Customer 065,Corporate,East,Texas,Dallas,First Class,Office Supplies,Appliances,Appliances Product 65,1,80.08,-23.66,0.5,6.23
ORD-2021-00078,2021-07-25,Customer 080,Home Office,West,California,San Diego,First Class,Office Supplies,Appliances,Appliances Product 10,3,286.03,28.35,0.0,13.02
ORD-2022-00079,2022-11-25,Customer 250,Home Office,Central,Georgia,Atlanta,Standard Class,Office Supplies,Appliances,Appliances Product 70,6,563.22,-105.68,0.4,9.76
ORD-2022-00080,2022-04-26,Customer 052,Corporate,South,Ohio,Columbus,First Class,Office Supplies,Storage,Storage Product 57,3,243.77,-1.69,0.2,6.29
ORD-2021-00081,2021-03-01,Customer 290,Consumer,West,Texas,Houston,Standard Class,Technology,Phones,Phones Product 24,2,1073.32,108.68,0.1,27.96
ORD-2024-00082,2024-06-02,Customer 131,Consumer,Central,Michigan,Detroit,Standard Class,Office Supplies,Art,Art Product 59,7,99.85,17.84,0.0,3.15
ORD-2023-00083,2023-08-11,Customer 218,Consumer,East,Illinois,Chicago,First Class,Office Supplies,Labels,Labels Product 33,5,86.5,11.79,0.15,3.87
ORD-2022-00084,2022-02-12,Customer 152,Consumer,West,Illinois,Chicago,Same Day,Office Supplies,Appliances,Appliances Product 03,8,424.72,-74.62,0.5,33.37
ORD-2022-00085,2022-07-17,Customer 181,Corporate,South,Florida,Miami,First Class,Technology,Phones,Phones Product 29,4,847.91,36.27,0.15,47.81
ORD-2024-00086,2024-10-20,Customer 159,Consumer,Central,New York,Albany,First Class,Office Supplies,Labels,Labels Product 57,6,59.3,7.83,0.15,2.0
ORD-2021-00087,2021-09-27,Customer 188,Consumer,West,Washington,Seattle,First Class,Technology,Copiers,Copiers Product 68,5,3469.12,562.08,0.2,165.19
ORD-2021-00088,2021-12-03,Customer 039,Consumer,South,Illinois,Chicago,Second Class,Technology,Machines,Machines Product 19,4,1844.63,-65.66,0.1,118.09
ORD-2024-00089,2024-10-17,Customer 008,Corporate,South,Illinois,Chicago,Same Day,Office Supplies,Appliances,Appliances Product 34,7,789.43,-110.49,0.2,39.37
ORD-2023-00090,2023-01-25,Customer 242,Consumer,West,Illinois,Chicago,First Class,Office Supplies,Labels,Labels Product 04,2,24.02,3.99,0.15,2.0
ORD-2024-00091,2024-06-03,Customer 024,Consumer,Central,Florida,Orlando,Same Day,Technology,Phones,Phones Product 05,2,1042.9,121.8,0.0,36.28
ORD-2021-00092,2021-08-26,Customer 080,Consumer,East,Georgia,Atlanta,Same Day,Technology,Accessories,Accessories Product 54,7,543.29,121.85,0.1,31.28
ORD-2024-00093,2024-06-14,Customer 051,Consumer,West,Pennsylvania,Pittsburgh,First Class,Furniture,Bookcases,Bookcases Product 48,2,322.27,-63.8,0.4,16.24
ORD-2021-00094,2021-05-05,Customer 011,Home Office,South,Pennsylvania,Philadelphia,Second Class,Furniture,Tables,Tables Product 07,1,226.17,-11.81,0.15,14.96
ORD-2021-00095,2021-09-15,Customer 120,Corporate,West,Washington,Seattle,Standard Class,Office Supplies,Paper,Paper Product 43,5,60.0,4.34,0.2,3.92
ORD-2022-00096,2022-07-22,Customer 014,Corporate,South,Texas,Houston,Second Class,Office Supplies,Paper,Paper Product 17,2,34.54,8.86,0.15,2.0
ORD-2024-00097,2024-04-20,Customer 186,Consumer,West,Ohio,Columbus,Same Day,Furniture,Tables,Tables Product 66,5,1205.42,-90.54,0.2,64.6
ORD-2023-00098,2023-10-29,Customer 016,Home Office,Central,Georgia,Atlanta,Same Day,Technology,Phones,Phones Product 08,3,864.91,30.25,0.1,69.11
ORD-2023-00099,2023-05-24,Customer 034,Consumer,Central,New York,Buffalo,First Class,Office Supplies,Appliances,Appliances Product 17,2,362.94,-19.79,0.15,11.93
ORD-2023-00100,2023-02-20,Customer 059,Consumer,West,Ohio,Columbus,Second Class,Office Supplies,Art,Art Product 71,3,83.35,2.94,0.2,5.16
ORD-2023-00101,2023-05-31,Customer 131,Corporate,East,Ohio,Cleveland,Same Day,Furniture,Tables,Tables Product 48,5,1089.33,-238.96,0.4,83.86
ORD-2021-00102,2021-05-18,Customer 288,Consumer,West,Illinois,Chicago,Standard Class,Technology,Phones,Phones Product 72,1,314.57,44.55,0.1,11.46
ORD-2023-00103,2023-04-22,Customer 296,Corporate,South,Florida,Orlando,Same Day,Furniture,Furnishings,Furnishings Product 65,1,61.61,7.92,0.05,2.0
ORD-2022-00104,2022-04-05,Customer 288,Consumer,South,Florida,Miami,Standard Class,Office Supplies,Storage,Storage Product 80,4,248.49,-7.79,0.2,13.64
ORD-2024-00105,2024-06-01,Customer 093,Consumer,West,Florida,Orlando,Same Day,Office Supplies,Labels,Labels Product 19,5,51.66,9.09,0.05,2.68
ORD-2021-00106,2021-05-23,Customer 081,Corporate,West,Ohio,Cleveland,First Class,Technology,Phones,Phones Product 48,3,1629.14,306.52,0.1,57.44
ORD-2024-00107,2024-03-08,Customer 227,Corporate,West,California,San Diego,Same Day,Furniture,Chairs,Chairs Product 55,5,875.88,123.11,0.0,40.79
ORD-2023-00108,2023-04-29,Customer 158,Consumer,East,Michigan,Detroit,Standard Class,Technology,Phones,Phones Product 06,3,974.27,122.18,0.1,28.58
ORD-2021-00109,2021-01-16,Customer 255,Corporate,Central,Florida,Orlando,Same Day,Technology,Accessories,Accessories Product 56,5,614.26,167.63,0.0,16.23
ORD-2023-00110,2023-12-27,Customer 022,Corporate,East,Illinois,Chicago,Standard Class,Office Supplies,Art,Art Product 56,1,19.15,3.25,0.05,2.0
ORD-2022-00111,2022-10-04,Customer 167,Consumer,Central,New York,Buffalo,Same Day,Furniture,Furnishings,Furnishings Product 22,2,138.02,18.19,0.0,9.26
ORD-2024-00112,2024-11-13,Customer 203,Consumer,East,Ohio,Cleveland,Second Class,Office Supplies,Binders,Binders Product 40,1,17.26,2.88,0.1,2.0
ORD-2022-00113,2022-11-14,Customer 179,Consumer,East,Georgia,Atlanta,Second Class,Office Supplies,Binders,Binders Product 45,8,240.48,2.18,0.3,14.98
ORD-2022-00114,2022-04-29,Customer 253,Corporate,West,New York,New York City,Same Day,Technology,Copiers,Copiers Product 60,5,1603.9,166.4,0.4,102.71
ORD-2024-00115,2024-10-26,Customer 035,Home Office,Central,Illinois,Chicago,First Class,Office Supplies,Art,Art Product 61,4,61.96,11.72,0.0,2.71
ORD-2022-00116,2022-07-17,Customer 040,Consumer,East,Pennsylvania,Philadelphia,Same Day,Furniture,Bookcases,Bookcases Product 12,6,1466.46,126.09,0.0,80.62
ORD-2023-00117,2023-08-06,Customer 257,Corporate,East,Washington,Tacoma,Same Day,Furniture,Chairs,Chairs Product 20,4,527.96,42.96,0.15,40.79
ORD-2021-00118,2021-07-31,Customer 225,Consumer,South,Texas,Houston,Second Class,Office Supplies,Storage,Storage Product 57,6,285.72,10.86,0.0,14.02
ORD-2023-00119,2023-01-16,Customer 034,Corporate,East,Michigan,Detroit,Same Day,Furniture,Bookcases,Bookcases Product 43,2,352.16,-15.76,0.2,7.45
ORD-2022-00120,2022-08-05,Customer 201,Corporate,West,Texas,Dallas,Standard Class,Technology,Accessories,Accessories Product 17,8,487.49,168.66,0.05,26.17
ORD-2022-00121,2022-09-27,Customer 010,Corporate,Central,Georgia,Atlanta,Second Class,Furniture,Bookcases,Bookcases Product 47,8,1146.83,-232.75,0.4,40.23
ORD-2022-00122,2022-12-01,Customer 052,Home Office,West,Texas,Houston,Standard Class,Office Supplies,Appliances,Appliances Product 65,4,304.88,55.25,0.0,19.85
ORD-2024-00123,2024-09-17,Customer 085,Consumer,East,Texas,Austin,First Class,Furniture,Tables,Tables Product 57,4,1183.56,-125.27,0.2,21.11
ORD-2024-00124,2024-10-17,Customer 159,Corporate,Central,Pennsylvania,Philadelphia,Second Class,Office Supplies,Appliances,Appliances Product 61,3,376.64,10.75,0.1,27.78
ORD-2023-00125,2023-01-24,Customer 215,Consumer,South,Florida,Orlando,Second Class,Office Supplies,Art,Art Product 21,1,14.13,1.82,0.1,2.0
ORD-2022-00126,2022-05-28,Customer 064,Corporate,South,New York,Albany,Second Class,Technology,Machines,Machines Product 37,5,1998.34,-193.23,0.3,40.87
ORD-2022-00127,2022-07-13,Customer 213,Consumer,South,Washington,Tacoma,First Class,Furniture,Tables,Tables Product 07,8,2721.91,-664.82,0.3,110.97
ORD-2022-00128,2022-04-28,Customer 075,Consumer,East,New York,Albany,Same Day,Furniture,Chairs,Chairs Product 18,6,782.74,55.95,0.15,13.69
ORD-2024-00129,2024-11-26,Customer 077,Corporate,East,New York,New York City,Same Day,Office Supplies,Labels,Labels Product 71,4,35.48,10.22,0.0,2.7
ORD-2021-00130,2021-08-16,Customer 256,Consumer,West,Ohio,Cleveland,Second Class,Office Supplies,Paper,Paper Product 77,3,58.89,17.27,0.0,2.94
ORD-2021-00131,2021-10-22,Customer 044,Consumer,Central,Ohio,Columbus,Standard Class,Technology,Phones,Phones Product 68,5,1936.76,159.36,0.15,151.75
ORD-2023-00132,2023-12-14,Customer 009,Consumer,East,Ohio,Cleveland,First Class,Furniture,Chairs,Chairs Product 46,5,1068.14,170.28,0.0,70.77
ORD-2022-00133,2022-05-09,Customer 280,Corporate,West,Illinois,Chicago,Second Class,Office Supplies,Labels,Labels Product 44,1,10.15,2.8,0.0,2.0
ORD-2024-00134,2024-11-03,Customer 235,Corporate,Central,New York,Albany,Standard Class,Furniture,Furnishings,Furnishings Product 05,1,49.96,2.82,0.2,2.0
ORD-2022-00135,2022-02-13,Customer 098,Consumer,South,Georgia,Atlanta,Standard Class,Office Supplies,Storage,Storage Product 37,6,351.4,36.73,0.0,13.42
ORD-2024-00136,2024-09-04,Customer 198,Consumer,Central,Ohio,Cleveland,Same Day,Furniture,Chairs,Chairs Product 44,7,1064.0,-66.46,0.3,83.3
ORD-2024-00137,2024-11-18,Customer 280,Corporate,Central,New York,Buffalo,Standard Class,Furniture,Bookcases,Bookcases Product 38,1,216.59,-36.31,0.15,7.77
ORD-2022-00138,2022-11-03,Customer 229,Corporate,East,Texas,Austin,First Class,Office Supplies,Storage,Storage Product 06,4,313.78,44.08,0.05,19.53
ORD-2024-00139,2024-06-13,Customer 208,Corporate,Central,California,Los Angeles,Second Class,Office Supplies,Storage,Storage Product 47,3,265.99,-0.66,0.15,12.86
ORD-2021-00140,2021-03-05,Customer 291,Consumer,West,Illinois,Chicago,Same Day,Technology,Machines,Machines Product 05,7,4427.32,669.88,0.05,240.54
ORD-2023-00141,2023-01-30,Customer 128,Corporate,East,Ohio,Cleveland,Second Class,Furniture,Chairs,Chairs Product 15,7,1371.83,169.05,0.15,22.89
ORD-2023-00142,2023-10-20,Customer 147,Consumer,West,Pennsylvania,Philadelphia,Second Class,Furniture,Chairs,Chairs Product 63,5,536.7,-74.24,0.5,15.03
ORD-2021-00143,2021-06-01,Customer 282,Corporate,South,Illinois,Chicago,First Class,Furniture,Furnishings,Furnishings Product 70,1,92.66,4.51,0.15,3.14
ORD-2021-00144,2021-11-19,Customer 103,Corporate,Central,Georgia,Atlanta,Same Day,Office Supplies,Labels,Labels Product 18,7,92.67,16.44,0.0,2.82
ORD-2021-00145,2021-02-23,Customer 246,Home Office,East,Texas,Austin,Same Day,Furniture,Bookcases,Bookcases Product 68,4,446.11,-119.38,0.5,18.6
ORD-2024-00146,2024-03-23,Customer 283,Consumer,Central,Georgia,Atlanta,Second Class,Technology,Copiers,Copiers Product 76,6,4280.04,1019.3,0.0,114.82
ORD-2023-00147,2023-06-06,Customer 116,Consumer,South,Florida,Miami,First Class,Furniture,Chairs,Chairs Product 45,2,217.65,20.28,0.0,16.67
ORD-2021-00148,2021-06-11,Customer 087,Consumer,West,Georgia,Atlanta,Second Class,Technology,Copiers,Copiers Product 76,8,3674.76,619.94,0.1,280.03
ORD-2021-00149,2021-12-17,Customer 015,Consumer,South,Michigan,Detroit,First Class,Office Supplies,Labels,Labels Product 11,4,41.18,2.16,0.2,2.0
ORD-2024-00150,2024-08-26,Customer 155,Consumer,Central,Georgia,Atlanta,Same Day,Technology,Machines,Machines Product 62,5,2303.77,131.09,0.15,71.23
ORD-2022-00151,2022-09-02,Customer 074,Consumer,West,Pennsylvania,Philadelphia,First Class,Furniture,Chairs,Chairs Product 41,7,496.88,56.36,0.05,35.28
ORD-2022-00152,2022-12-09,Customer 063,Consumer,Central,New York,Buffalo,Second Class,Office Supplies,Paper,Paper Product 35,7,153.02,31.15,0.0,6.77
ORD-2021-00153,2021-07-18,Customer 161,Consumer,South,Texas,Dallas,Same Day,Technology,Machines,Machines Product 25,7,1647.24,-307.85,0.4,106.42
ORD-2023-00154,2023-11-21,Customer 025,Consumer,East,Ohio,Cleveland,Same Day,Furniture,Bookcases,Bookcases Product 07,2,218.97,-45.31,0.4,7.29
ORD-2022-00155,2022-08-09,Customer 206,Home Office,East,Illinois,Chicago,Second Class,Furniture,Chairs,Chairs Product 07,4,794.73,98.5,0.05,41.38
ORD-2023-00156,2023-01-13,Customer 061,Consumer,East,Georgia,Atlanta,Same Day,Furniture,Chairs,Chairs Product 17,7,1138.88,75.52,0.2,89.27
ORD-2023-00157,2023-02-04,Customer 206,Consumer,East,Texas,Houston,Standard Class,Office Supplies,Storage,Storage Product 65,6,417.97,-25.44,0.15,7.36
ORD-2021-00158,2021-10-08,Customer 164,Consumer,East,Georgia,Atlanta,First Class,Office Supplies,Appliances,Appliances Product 21,1,125.93,11.44,0.05,5.11
ORD-2024-00159,2024-04-30,Customer 057,Consumer,Central,California,San Francisco,Standard Class,Furniture,Furnishings,Furnishings Product 54,6,224.79,29.55,0.05,11.9
ORD-2024-00160,2024-05-07,Customer 195,Corporate,Central,Texas,Austin,Second Class,Furniture,Tables,Tables Product 19,8,2513.34,-243.78,0.15,171.93
ORD-2021-00161,2021-03-06,Customer 105,Consumer,West,Ohio,Columbus,Same Day,Furniture,Chairs,Chairs Product 53,5,1035.31,87.84,0.05,49.3
ORD-2021-00162,2021-05-08,Customer 089,Consumer,West,Pennsylvania,Pittsburgh,First Class,Office Supplies,Art,Art Product 59,1,32.79,7.34,0.05,2.44
ORD-2024-00163,2024-01-24,Customer 148,Consumer,Central,Washington,Tacoma,Same Day,Furniture,Bookcases,Bookcases Product 27,6,614.35,-109.95,0.4,36.78
ORD-2022-00164,2022-10-12,Customer 075,Corporate,West,Georgia,Atlanta,Standard Class,Furniture,Bookcases,Bookcases Product 38,7,1429.84,-303.6,0.4,25.36
ORD-2022-00165,2022-12-11,Customer 140,Consumer,West,Washington,Tacoma,Second Class,Office Supplies,Labels,Labels Product 18,8,64.26,-2.68,0.4,2.0
ORD-2022-00166,2022-05-12,Customer 052,Consumer,Central,Ohio,Cleveland,Second Class,Technology,Accessories,Accessories Product 18,8,727.21,94.61,0.15,11.15
ORD-2023-00167,2023-04-14,Customer 031,Consumer,East,Florida,Orlando,Second Class,Office Supplies,Appliances,Appliances Product 12,4,387.79,28.76,0.0,22.26
ORD-2024-00168,2024-01-01,Customer 204,Consumer,South,Texas,Houston,First Class,Office Supplies,Binders,Binders Product 64,3,45.59,-4.56,0.5,2.0
